Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.UserPreferences.getTexturesCatalog; com.eteks.sweethome3d.model.TexturesCatalog.addTexturesListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addCatalogSelectionListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureCatalogController; com.eteks.sweethome3d.viewcontroller.FurnitureCatalogController.addSelectionListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addFurnitureSortListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableBackgroungImageActions) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableBackgroungImageActions) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableBackgroungImageActions) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableBackgroungImageActions) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableBackgroungImageActions) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getPhotoAspectRatio
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getObserverCamera; com.eteks.sweethome3d.model.ObserverCamera.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addNotUndoableModificationListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getTopCamera; com.eteks.sweethome3d.model.Camera.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getPhotoAspectRatio
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.isModificationState
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureCatalogController; com.eteks.sweethome3d.viewcontroller.FurnitureCatalogController.getSelectedFurniture
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.isItemDeletable
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureCatalogController; com.eteks.sweethome3d.viewcontroller.FurnitureCatalogController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureCatalogController; com.eteks.sweethome3d.viewcontroller.FurnitureCatalogController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getHomeController3D; com.eteks.sweethome3d.viewcontroller.HomeController3D.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureCatalogController; com.eteks.sweethome3d.viewcontroller.FurnitureCatalogController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getHomeController3D; com.eteks.sweethome3d.viewcontroller.HomeController3D.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableActionsBoundToSelection) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getMode
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enablePasteAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureController; com.eteks.sweethome3d.viewcontroller.FurnitureController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enablePasteAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enablePasteAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.isModificationState
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enablePasteToGroupAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureController; com.eteks.sweethome3d.viewcontroller.FurnitureController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enablePasteToGroupAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enablePasteToGroupAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.isModificationState
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enablePasteStyleAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureController; com.eteks.sweethome3d.viewcontroller.FurnitureController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enablePasteStyleAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enablePasteStyleAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.isModificationState
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableSelectAllAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.isModificationState
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableSelectAllAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureController; com.eteks.sweethome3d.viewcontroller.FurnitureController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableSelectAllAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableSelectAllAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getHomeController3D; com.eteks.sweethome3d.viewcontroller.HomeController3D.getView
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (enableSelectAllAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCompass; com.eteks.sweethome3d.model.Compass.isVisible
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addUndoSupportListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.isModificationState
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (undoableEditHappened) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.isModificationState
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addHomeItemsListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCompass; com.eteks.sweethome3d.model.Compass.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addHomeItemsListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addLevelListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addLevelListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addLevelListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addLevelListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addLevelListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addLevelListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addLevelListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addLevelListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getMode
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addLevelListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.setMode
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addLevelListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addLevelListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.removePropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getMode
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.setMode
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (collectionChanged) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (collectionChanged) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.removePropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addStoredCamerasListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addStoredCamerasListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getView; com.eteks.sweethome3d.viewcontroller.HomeView.setEnabled
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addPlanControllerListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addPlanControllerListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.isModificationState
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addPlanControllerListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addPlanControllerListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.isModificationState
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addFurniture) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.setMode
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addFurniture) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureCatalogController; com.eteks.sweethome3d.viewcontroller.FurnitureCatalogController.getSelectedFurniture
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addFurniture) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureController; com.eteks.sweethome3d.viewcontroller.FurnitureController.createHomePieceOfFurniture
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,HomeController,Law of Demeter violation,The tool detected the smell in this method (addFurniture) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureController; com.eteks.sweethome3d.viewcontroller.FurnitureController.addFurnitureToGroup
