Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
sweethome3d-5.6,com.eteks.sweethome3d.swing,CatalogFurnitureListener,Law of Demeter violation,The tool detected the smell in this method (collectionChanged) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CatalogPieceOfFurniture.getCategory; com.eteks.sweethome3d.model.FurnitureCategory.getFurnitureCount
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTable,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTable,Law of Demeter violation,The tool detected the smell in this method (addHomeListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTable,Law of Demeter violation,The tool detected the smell in this method (addHomeListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.removePropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTable,Law of Demeter violation,The tool detected the smell in this method (collectionChanged) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTable,Law of Demeter violation,The tool detected the smell in this method (collectionChanged) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.removePropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTable,Law of Demeter violation,The tool detected the smell in this method (exportRowToCSV) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.HomePieceOfFurniture.getLevel; com.eteks.sweethome3d.model.Level.getName
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTable,Law of Demeter violation,The tool detected the smell in this method (exportRowToCSV) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.HomePieceOfFurniture.getTexture; com.eteks.sweethome3d.model.HomeTexture.getName
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTableColumnModel,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTableColumnModel,Law of Demeter violation,The tool detected the smell in this method (getTextureRenderer) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.swing.IconManager.getInstance; com.eteks.sweethome3d.swing.IconManager.getIcon
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTableColumnModel,Law of Demeter violation,The tool detected the smell in this method (getTableCellRendererComponent) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.swing.IconManager.getInstance; com.eteks.sweethome3d.swing.IconManager.getIcon
sweethome3d-5.6,com.eteks.sweethome3d.swing,TreeTableNameCellRenderer,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.eteks.sweethome3d.swing.PanelWithInformationIcon
sweethome3d-5.6,com.eteks.sweethome3d.swing,TreeTableNameCellRenderer,Law of Demeter violation,The tool detected the smell in this method (getTableCellRendererComponent) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.swing.IconManager.getInstance; com.eteks.sweethome3d.swing.IconManager.getIcon
sweethome3d-5.6,com.eteks.sweethome3d.swing,TreeTableNameCellRenderer,Law of Demeter violation,The tool detected the smell in this method (prepareTree) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.swing.IconManager.getInstance; com.eteks.sweethome3d.swing.IconManager.getIcon
sweethome3d-5.6,com.eteks.sweethome3d.swing,TreeTableNameCellRenderer,Law of Demeter violation,The tool detected the smell in this method (getTreeCellRendererComponent) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.swing.IconManager.getInstance; com.eteks.sweethome3d.swing.IconManager.getIcon
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTreeTableModel,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTreeTableModel,Law of Demeter violation,The tool detected the smell in this method (getFilteredAndSortedFurniture) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.HomePieceOfFurniture.getLevel; com.eteks.sweethome3d.model.Level.isViewable
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureFilter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sweethome3d-5.6,com.eteks.sweethome3d.swing,HelpPane,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
sweethome3d-5.6,com.eteks.sweethome3d.swing,Home3DAttributesPanel,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.eteks.sweethome3d.swing.ColorButton
sweethome3d-5.6,com.eteks.sweethome3d.swing,Home3DAttributesPanel,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
sweethome3d-5.6,com.eteks.sweethome3d.swing,Home3DAttributesPanel,Law of Demeter violation,The tool detected the smell in this method (createComponents) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.Home3DAttributesController.getGroundTextureController; com.eteks.sweethome3d.viewcontroller.TextureChoiceController.getView
sweethome3d-5.6,com.eteks.sweethome3d.swing,Home3DAttributesPanel,Law of Demeter violation,The tool detected the smell in this method (createComponents) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.Home3DAttributesController.getSkyTextureController; com.eteks.sweethome3d.viewcontroller.TextureChoiceController.getView
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.eteks.sweethome3d.j3d.Ground3D; com.eteks.sweethome3d.swing.CameraInterpolator; com.eteks.sweethome3d.model.Camera; com.eteks.sweethome3d.model.Level
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 31
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createComponent3D) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.j3d.Component3DManager.getInstance; com.eteks.sweethome3d.j3d.Component3DManager.getOnscreenCanvas3D
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (removeHomeListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.removePropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (removeHomeListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.removePropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (getOffScreenImage) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.j3d.Component3DManager.getInstance; com.eteks.sweethome3d.j3d.Component3DManager.getOffScreenImage
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (addCameraListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (addCameraListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (getApproximateHomeBounds) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.HomePieceOfFurniture.getLevel; com.eteks.sweethome3d.model.Level.isViewable
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (getApproximateHomeBounds) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Wall.getLevel; com.eteks.sweethome3d.model.Level.isViewable
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (getApproximateHomeBounds) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Wall.getLevel; com.eteks.sweethome3d.model.Level.getElevation
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (getApproximateHomeBounds) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Room.getLevel; com.eteks.sweethome3d.model.Level.isViewable
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (getApproximateHomeBounds) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Room.getLevel; com.eteks.sweethome3d.model.Level.getElevation
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (getApproximateHomeBounds) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Label.getLevel; com.eteks.sweethome3d.model.Level.isViewable
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createBackgroundNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createBackgroundNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createBackgroundNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createBackgroundNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createBackgroundNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createBackgroundNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.getZ
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createBackgroundNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.getZ
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createBackgroundNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.getZ
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getCamera; com.eteks.sweethome3d.model.Camera.getZ
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (updateBackgroundColorAndTexture) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getSkyColor
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (updateBackgroundColorAndTexture) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getSkyTexture
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (updateBackgroundColorAndTexture) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getGroundTexture
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (updateBackgroundColorAndTexture) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getGroundColor
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createBackgroundLights) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createLights) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createLights) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getSubpartSizeUnderLight
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (createLights) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getSubpartSizeUnderLight
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (updateLightColor) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getLightColor
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (addWallListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Wall.getLevel; com.eteks.sweethome3d.model.Level.getElevation
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (addWallListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getSubpartSizeUnderLight
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Wall.getLevel; com.eteks.sweethome3d.model.Level.getElevation
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getSubpartSizeUnderLight
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (addFurnitureListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getSubpartSizeUnderLight
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (addFurnitureListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.HomePieceOfFurniture.getLevel; com.eteks.sweethome3d.model.Level.getElevation
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getSubpartSizeUnderLight
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (updatePieceOfFurnitureGeometry) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.HomePieceOfFurniture.getLevel; com.eteks.sweethome3d.model.Level.getElevation
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (addEnvironmentListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (addEnvironmentListeners) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (updateObjectsLightScope) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getSubpartSizeUnderLight
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (updateObjectsLightScope) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getSubpartSizeUnderLight
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.getSubpartSizeUnderLight
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Law of Demeter violation,The tool detected the smell in this method (addShadowOnFloor) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.j3d.ModelManager.getInstance; com.eteks.sweethome3d.j3d.ModelManager.getAreaOnFloor
sweethome3d-5.6,com.eteks.sweethome3d.swing,CameraInterpolator,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.eteks.sweethome3d.model.Camera
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.eteks.sweethome3d.swing.NullableCheckBox; com.eteks.sweethome3d.swing.ColorButton; com.eteks.sweethome3d.swing.NullableSpinnerLengthModel; com.eteks.sweethome3d.swing.NullableSpinnerNumberModel
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.eteks.sweethome3d.swing.MouseAndFocusListener; com.eteks.sweethome3d.viewcontroller.ExportableView
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 60
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (HomePane) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getView
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (createActions) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.isAllLevelsVisible
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (addLevelVisibilityListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (addLevelVisibilityListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.isAllLevelsVisible
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (propertyChange) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getEnvironment; com.eteks.sweethome3d.model.HomeEnvironment.isAllLevelsVisible
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (keyReleased) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.setMode
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (createMenuBar) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getPlanController; com.eteks.sweethome3d.viewcontroller.PlanController.getView
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (createMenuBar) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getHomeController3D; com.eteks.sweethome3d.viewcontroller.HomeController3D.getView
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (addBackgroundImageChangeListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (addBackgroundImageChangeListener) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.removePropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (collectionChanged) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.addPropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (collectionChanged) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.CollectionEvent.getItem; com.eteks.sweethome3d.model.Level.removePropertyChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (createImportModifyBackgroundImageAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getSelectedLevel; com.eteks.sweethome3d.model.Level.getBackgroundImage
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (createHideShowBackgroundImageAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.model.Home.getSelectedLevel; com.eteks.sweethome3d.model.Level.getBackgroundImage
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (updateGoToPointOfViewMenu) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getHomeController3D; com.eteks.sweethome3d.viewcontroller.HomeController3D.goToCamera
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (actionPerformed) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getHomeController3D; com.eteks.sweethome3d.viewcontroller.HomeController3D.goToCamera
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (createAttachDetach3DViewMenuItem) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getHomeController3D; com.eteks.sweethome3d.viewcontroller.HomeController3D.getView
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (createAttachDetach3DViewAction) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getHomeController3D; com.eteks.sweethome3d.viewcontroller.HomeController3D.getView
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (updateOpenRecentHomeMenu) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getContentManager; com.eteks.sweethome3d.viewcontroller.ContentManager.getPresentationName
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomePane,Law of Demeter violation,The tool detected the smell in this method (setTransferEnabled) because the method voilates the law of Demeter. The long chain of method invocations is : com.eteks.sweethome3d.viewcontroller.HomeController.getFurnitureCatalogController; com.eteks.sweethome3d.viewcontroller.FurnitureCatalogController.getView
