Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
sweethome3d-5.6,com.eteks.sweethome3d.model,InchDecimalsFormat,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,MeterFamilyFormat,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,SquareMeterAreaFormatWithUnit,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,SquareFootAreaFormatWithUnit,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,Level,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,Light,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): PieceOfFurniture
sweethome3d-5.6,com.eteks.sweethome3d.model,NotEnoughSpaceRecorderException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,NotEnoughSpaceRecorderException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): RecorderException
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,PieceOfFurniture,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
sweethome3d-5.6,com.eteks.sweethome3d.model,Polyline,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 36 public methods
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,CapStyle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,JoinStyle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,ArrowStyle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,DashStyle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Room,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 61 public methods
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,UserPreferences,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FURNITURE_LIBRARY_TYPE; TEXTURES_LIBRARY_TYPE; LANGUAGE_LIBRARY_TYPE; DEFAULT_SUPPORTED_LANGUAGES; DEFAULT_CLASS_LOADER; DEFAULT_TEXT_STYLE; DEFAULT_ROOM_TEXT_STYLE; propertyChangeSupport; classResourceBundles; resourceBundles; furnitureCatalog; texturesCatalog; patternsCatalog; defaultCountry; supportedLanguages; language; currency; unit; furnitureCatalogViewedInTree; aerialViewCenteredOnSelectionEnabled; observerCameraSelectedAtChange; navigationPanelVisible; magnetismEnabled; rulersVisible; gridVisible; defaultFontName; furnitureViewedFromTop; furnitureModelIconSize; roomFloorColoredOrTextured; wallPattern; newWallPattern; newWallThickness; newWallHeight; newWallBaseboardThickness; newWallBaseboardHeight; newFloorThickness; recentHomes; checkUpdatesEnabled; updatesMinimumDate; autoSaveDelayForRecovery; autoCompletionStrings; recentColors; recentTextures; homeExamples; resourceBundle; keyPrefix
sweethome3d-5.6,com.eteks.sweethome3d.model,UserPreferences,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 84 public methods
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,Wall,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 63 public methods
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.plugin,HomePluginController,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HomeController
sweethome3d-5.6,com.eteks.sweethome3d.plugin,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.plugin,PluginManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PLUGIN_LIBRARY_TYPE; ID; NAME; CLASS; DESCRIPTION; VERSION; LICENSE; PROVIDER; APPLICATION_MINIMUM_VERSION; JAVA_MINIMUM_VERSION; APPLICATION_PLUGIN_FAMILY; DEFAULT_APPLICATION_PLUGIN_PROPERTIES_FILE; pluginFolders; pluginLibraries; homePlugins; location; name; id; description; version; license; provider; pluginClass; pluginClassLoader
sweethome3d-5.6,com.eteks.sweethome3d.plugin,PluginLibrary,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,AutoCompleteDocument,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,BackgroundImageWizardStepsPanel,Feature Envy,The tool detected a instance of this smell because run is more interested in members of the type: BackgroundImageWizardController
sweethome3d-5.6,com.eteks.sweethome3d.swing,BackgroundImageWizardStepsPanel,Feature Envy,The tool detected a instance of this smell because run is more interested in members of the type: BackgroundImageWizardController
sweethome3d-5.6,com.eteks.sweethome3d.swing,BackgroundImageWizardStepsPanel,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): View
sweethome3d-5.6,com.eteks.sweethome3d.swing,BackgroundImageWizardStepsPanel,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BackgroundImageWizardStepsPanel; ScaleImagePreviewComponent; OriginImagePreviewComponent
sweethome3d-5.6,com.eteks.sweethome3d.swing,BackgroundImageWizardStepsPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,ScaleImagePreviewComponent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ScaledImageComponent
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.swing,OriginImagePreviewComponent,Feature Envy,The tool detected a instance of this smell because updateOrigin is more interested in members of the type: BackgroundImageWizardController
sweethome3d-5.6,com.eteks.sweethome3d.swing,OriginImagePreviewComponent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ScaledImageComponent
sweethome3d-5.6,com.eteks.sweethome3d.swing,BaseboardChoiceComponent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,BaseboardChoiceComponent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): View
sweethome3d-5.6,com.eteks.sweethome3d.swing,CatalogItemToolTip,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: CatalogPieceOfFurniture; CatalogTexture; URLContent in method setCatalogItem
sweethome3d-5.6,com.eteks.sweethome3d.swing,CatalogItemToolTip,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: CatalogPieceOfFurniture; CatalogTexture; URLContent in method setCatalogItem
sweethome3d-5.6,com.eteks.sweethome3d.swing,DisplayedInformation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.swing,ColorButton,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: COLOR_PROPERTY; COLOR_DIALOG_TITLE_PROPERTY; colorChooser; colorChooserLocale; color; colorDialogTitle; preferences; grayColorChart; colorChart; colorComponent; rgbTextField; ralComboBox; creativeCommonsComboBox; initialColor; initialDelay; id; rgb; RAL_COLORS; CREATIVE_COMMONS_COLORS; MAX_COLORS; pipetteCursor
sweethome3d-5.6,com.eteks.sweethome3d.swing,PalettesColorChooserPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,ColorCode,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; rgb; RAL_COLORS; CREATIVE_COMMONS_COLORS
sweethome3d-5.6,com.eteks.sweethome3d.swing,RecentColorsPanel,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MAX_COLORS; pipetteCursor
sweethome3d-5.6,com.eteks.sweethome3d.swing,CompassPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,CompassPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: CompassController
sweethome3d-5.6,com.eteks.sweethome3d.swing,CompassPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: CompassController
sweethome3d-5.6,com.eteks.sweethome3d.swing,CompassPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: CompassController
sweethome3d-5.6,com.eteks.sweethome3d.swing,CompassPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: CompassController
sweethome3d-5.6,com.eteks.sweethome3d.swing,CompassPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: CompassController
sweethome3d-5.6,com.eteks.sweethome3d.swing,CompassPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: CompassController
sweethome3d-5.6,com.eteks.sweethome3d.swing,CompassPanel,Feature Envy,The tool detected a instance of this smell because itemStateChanged is more interested in members of the type: CompassController
sweethome3d-5.6,com.eteks.sweethome3d.swing,CompassPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: CompassController
sweethome3d-5.6,com.eteks.sweethome3d.swing,CompassPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,FileContentManager,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: getPresentationName
sweethome3d-5.6,com.eteks.sweethome3d.swing,FileContentManager,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 48 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,FontNameComboBox,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_SYSTEM_FONT_NAME; availableFontNames; preferences; unavailableFontName; rendererDefaultFont; rendererSpecialFont
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): View
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: FurnitureCatalogListPanel; PreferencesChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,CatalogCellRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureCatalogListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureCatalogTransferHandler,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): VisualTransferHandler
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureCatalogTree,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureCatalogTree,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): View
sweethome3d-5.6,com.eteks.sweethome3d.swing,CatalogCellRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,CatalogCellRenderer,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: FurnitureCategory; CatalogPieceOfFurniture in method getTreeCellRendererComponent
sweethome3d-5.6,com.eteks.sweethome3d.swing,CatalogTreeModel,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: FurnitureCatalog; FurnitureCategory in method getChildCount
sweethome3d-5.6,com.eteks.sweethome3d.swing,CatalogFurnitureListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTable,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: HomePieceOfFurniture; HomeFurnitureGroup in method updateTableSelectedFurniture
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTable,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: HomePieceOfFurniture; HomeFurnitureGroup in method updateTableSelectedFurniture
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTable,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,UserPreferencesChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,RunnableContext,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: pageExists; exception
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTableColumnModel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,LanguageChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,SizeRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,PriceRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,BooleanRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,TreeTableNameCellRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,TreeTableNameCellRenderer,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: HomePieceOfFurniture; HomeFurnitureGroup in method prepareTree
sweethome3d-5.6,com.eteks.sweethome3d.swing,TreeTableNameCellRenderer,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: HomePieceOfFurniture; HomeFurnitureGroup in method prepareTree
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTreeTableModel,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: HomePieceOfFurniture; HomeFurnitureGroup in method isLeaf
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTreeTableModel,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: HomePieceOfFurniture; HomeFurnitureGroup in method isLeaf
sweethome3d-5.6,com.eteks.sweethome3d.swing,FurnitureTreeTableModel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,HelpPane,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,LanguageChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,Home3DAttributesPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: Wall3D; HomePieceOfFurniture3D in method createLights
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): View
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: Wall3D; HomePieceOfFurniture3D in method createLights
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeComponent3D,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 63 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,JCanvas3DWithNavigationPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,NavigationPanelChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,NavigationButton,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,MoveCameraAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,MoveCameraSidewaysAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,ElevateCameraAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,RotateCameraYawAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,RotateCameraPitchAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because changedUpdate is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because propertyChange is more interested in members of the type: NullableCheckBox
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because changedUpdate is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because propertyChange is more interested in members of the type: NullableCheckBox
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: HomeFurnitureController
sweethome3d-5.6,com.eteks.sweethome3d.swing,HomeFurniturePanel,Feature Envy,The tool detected a instance of this smell because propertyChange is more interested in members of the type: NullableCheckBox
