file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\AbstractEdge.java,ca.mcgill.cs.jetuml.diagram.edges.AbstractEdge,getStart/0,false,48,1,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\AbstractEdge.java,ca.mcgill.cs.jetuml.diagram.edges.AbstractEdge,getDiagram/0,false,60,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\AbstractEdge.java,ca.mcgill.cs.jetuml.diagram.edges.AbstractEdge,clone/0,false,66,1,0,0,0,1,1,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\AbstractEdge.java,ca.mcgill.cs.jetuml.diagram.edges.AbstractEdge,"connect/3[ca.mcgill.cs.jetuml.diagram.Node,ca.mcgill.cs.jetuml.diagram.Node,ca.mcgill.cs.jetuml.diagram.Diagram]",false,39,2,0,0,0,3,0,6,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,9,1,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\AbstractEdge.java,ca.mcgill.cs.jetuml.diagram.edges.AbstractEdge,getEnd/0,false,54,1,4,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\AbstractEdge.java,ca.mcgill.cs.jetuml.diagram.edges.AbstractEdge,toString/0,false,73,1,2,0,2,3,4,7,1,1,0,4,2,1,0,2,0,0,2,0,2,1,1,0,0,0,8,1,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\FileExtensions.java,ca.mcgill.cs.jetuml.application.FileExtensions,FileExtensions/0,true,51,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\FileExtensions.java,ca.mcgill.cs.jetuml.application.FileExtensions,clipApplicationExtension/1[java.io.File],false,101,0,1,1,0,3,4,7,2,0,1,4,0,0,0,1,0,0,0,1,0,1,1,0,0,0,34,9,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\FileExtensions.java,ca.mcgill.cs.jetuml.application.FileExtensions,forDiagramType/1[ca.mcgill.cs.jetuml.diagram.DiagramType],false,88,2,1,1,0,2,1,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,9,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\FileExtensions.java,ca.mcgill.cs.jetuml.application.FileExtensions,all/0,false,70,1,2,2,0,1,10,6,1,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32,9,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\FileExtensions.java,ca.mcgill.cs.jetuml.application.FileExtensions,createFilters/0,false,54,2,4,0,4,2,4,7,1,1,0,4,0,0,1,0,0,0,1,0,1,1,1,0,0,0,17,10,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\NamedNode.java,ca.mcgill.cs.jetuml.diagram.nodes.NamedNode,getName/0,false,45,0,17,17,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\NamedNode.java,ca.mcgill.cs.jetuml.diagram.nodes.NamedNode,buildProperties/0,false,51,2,2,0,2,1,3,4,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,2,6,4,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\NamedNode.java,ca.mcgill.cs.jetuml.diagram.nodes.NamedNode,setName/1[java.lang.String],false,36,0,3,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\UseCaseAssociationEdgeViewer.java,ca.mcgill.cs.jetuml.viewers.edges.UseCaseAssociationEdgeViewer,UseCaseAssociationEdgeViewer/0,true,35,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,validFormats/1[java.lang.String[]],false,141,0,0,0,0,3,6,10,1,2,1,6,0,0,1,0,0,0,0,0,2,0,2,0,0,0,7,10,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,tabs/0,false,689,4,8,6,2,1,2,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,createEditMenu/1[javafx.scene.control.MenuBar],false,203,4,14,1,13,1,13,4,0,9,1,13,1,1,0,0,0,0,9,0,1,0,0,0,0,8,17,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,duplicate/0,false,464,3,6,1,5,1,4,3,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,close/0,false,412,5,11,1,10,3,9,17,1,2,0,9,2,9,0,1,0,0,3,0,2,0,2,0,0,0,17,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,getLastDir/1[java.lang.String],false,538,1,2,2,0,3,4,8,1,2,1,4,0,0,0,0,0,1,2,0,3,0,1,0,0,0,8,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,buildRecentFilesMenu/0,false,359,4,8,2,6,3,8,12,0,4,0,8,1,5,1,0,0,1,2,2,3,1,1,0,0,1,14,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,"getImageFileChooser/2[java.io.File,java.lang.String]",false,609,6,11,1,10,4,17,19,1,4,2,17,1,1,1,0,0,0,3,0,4,2,2,0,0,0,29,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,getNumberOfUsavedDiagrams/0,false,650,3,3,1,2,1,5,3,1,2,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,2,10,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,findTabFor/1[java.io.File],false,261,3,3,1,2,5,8,10,2,0,1,8,1,1,1,0,0,2,0,0,0,0,3,0,0,0,8,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,getOpenFileHandlers/0,false,319,2,3,1,2,2,4,7,1,2,0,4,1,6,1,0,0,0,0,0,1,0,1,0,0,1,12,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,copyToClipboard/0,false,390,9,14,2,12,1,10,12,0,5,0,10,1,1,0,0,0,0,2,0,5,0,0,0,0,0,22,1,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,save/0,false,471,6,11,1,10,3,11,17,1,3,0,11,2,8,0,0,1,0,1,0,3,0,1,0,0,0,17,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,openFile/0,false,374,4,8,1,7,2,7,9,0,2,0,7,1,6,0,1,0,0,0,0,2,0,1,0,0,0,9,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,getBufferedImage/1[ca.mcgill.cs.jetuml.diagram.Diagram],false,645,3,3,1,2,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,removeGraphFrameFromTabbedPane/1[ca.mcgill.cs.jetuml.gui.DiagramTab],false,732,2,5,2,3,1,4,5,0,0,1,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,createHelpMenu/1[javafx.scene.control.MenuBar],false,248,5,10,1,9,1,7,4,0,4,1,7,0,0,0,0,0,0,4,0,1,0,0,0,0,3,24,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,exit/0,false,662,6,11,2,9,3,13,18,0,2,0,13,1,2,0,1,0,0,5,3,2,0,2,0,0,0,25,1,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,tabPane/0,false,694,2,3,2,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,exportImage/0,false,557,7,12,1,11,6,25,40,1,13,0,25,5,2,0,2,1,0,5,5,13,1,2,0,0,0,53,2,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,"EditorFrame/2[javafx.stage.Stage,java.util.Optional<java.io.File>]",true,99,14,26,1,25,5,26,30,0,8,2,26,9,22,0,0,0,0,2,0,5,0,2,0,0,3,64,1,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,createViewMenu/1[javafx.scene.control.MenuBar],false,217,7,16,1,15,1,15,4,0,9,1,15,1,1,0,0,0,4,9,0,1,0,0,0,0,8,24,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,isWelcomeTabShowing/0,false,699,3,4,3,1,3,3,3,1,0,0,3,1,1,0,2,0,0,0,2,0,0,0,0,0,0,7,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,insertGraphFrameIntoTabbedPane/1[ca.mcgill.cs.jetuml.gui.DiagramTab],false,707,4,8,3,5,2,7,7,0,0,1,7,3,2,0,0,0,0,0,1,0,0,1,0,0,0,14,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,"createFileMenu/2[javafx.scene.control.MenuBar,java.util.List<ca.mcgill.cs.jetuml.gui.NewDiagramHandler>]",false,174,7,19,1,18,2,19,10,0,10,2,19,9,18,1,0,0,0,11,0,3,0,1,0,0,8,36,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,saveAs/0,false,493,10,25,2,23,5,27,34,0,6,0,27,4,7,0,2,1,0,2,0,6,0,3,0,0,0,38,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,showWelcomeTabIfNecessary/0,false,720,2,5,2,3,2,5,6,0,0,0,5,2,7,0,1,0,0,0,1,0,0,1,0,0,0,11,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,setMenuVisibility/0,false,165,5,7,1,6,1,14,3,0,3,0,14,1,2,0,0,0,1,0,0,0,0,0,0,0,3,12,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,addRecentFile/1[java.lang.String],false,348,2,4,2,2,1,2,4,0,0,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,getSelectedDiagramTab/0,false,405,5,13,10,3,1,3,5,1,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,close/1[ca.mcgill.cs.jetuml.gui.DiagramTab],false,443,5,10,1,9,3,8,15,0,1,1,8,1,9,0,1,0,0,3,0,1,0,2,0,0,0,35,1,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,"setLastDir/2[java.lang.String,java.io.File]",false,549,1,2,2,0,1,4,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,createNewDiagramHandlers/0,false,329,5,6,1,5,2,4,10,1,2,0,4,1,3,1,0,0,0,0,0,1,0,2,0,0,1,15,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\EditorFrame.java,ca.mcgill.cs.jetuml.gui.EditorFrame,open/1[java.io.File],false,283,10,21,3,18,5,21,28,1,6,1,21,4,5,0,1,1,0,3,0,6,0,2,0,0,0,32,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\persistence\SerializationContext.java,ca.mcgill.cs.jetuml.persistence.SerializationContext,getAllNodes/1[ca.mcgill.cs.jetuml.diagram.Diagram],false,63,3,5,1,4,3,5,8,0,0,1,5,2,2,1,0,0,0,0,1,0,0,2,0,0,0,9,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\persistence\SerializationContext.java,ca.mcgill.cs.jetuml.persistence.SerializationContext,addChildren/1[ca.mcgill.cs.jetuml.diagram.Node],false,75,2,5,2,3,3,4,8,0,0,1,4,2,1,1,0,0,0,0,1,0,0,2,0,0,0,6,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\persistence\SerializationContext.java,ca.mcgill.cs.jetuml.persistence.SerializationContext,addNode/1[ca.mcgill.cs.jetuml.diagram.Node],false,56,1,2,2,0,2,3,5,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,2,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\persistence\SerializationContext.java,ca.mcgill.cs.jetuml.persistence.SerializationContext,SerializationContext/1[ca.mcgill.cs.jetuml.diagram.Diagram],true,41,2,2,1,1,1,1,4,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\SequenceDiagramBuilder.java,ca.mcgill.cs.jetuml.diagram.builder.SequenceDiagramBuilder,insideTargetArea/1[ca.mcgill.cs.jetuml.geom.Point],false,241,7,7,2,5,5,7,10,2,0,1,7,0,0,1,0,0,1,0,0,0,1,3,0,0,0,20,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\SequenceDiagramBuilder.java,ca.mcgill.cs.jetuml.diagram.builder.SequenceDiagramBuilder,SequenceDiagramBuilder/1[ca.mcgill.cs.jetuml.diagram.Diagram],true,62,1,1,0,1,2,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\SequenceDiagramBuilder.java,ca.mcgill.cs.jetuml.diagram.builder.SequenceDiagramBuilder,"getAdditionalEdgeConstraints/5[ca.mcgill.cs.jetuml.diagram.Edge,ca.mcgill.cs.jetuml.diagram.Node,ca.mcgill.cs.jetuml.diagram.Node,ca.mcgill.cs.jetuml.geom.Point,ca.mcgill.cs.jetuml.geom.Point]",false,69,7,8,0,8,2,7,7,1,1,5,7,1,1,0,0,0,0,0,1,1,0,1,0,0,0,14,4,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\SequenceDiagramBuilder.java,ca.mcgill.cs.jetuml.diagram.builder.SequenceDiagramBuilder,"canCreateConstructorCall/2[ca.mcgill.cs.jetuml.geom.Point,ca.mcgill.cs.jetuml.geom.Point]",false,93,7,6,2,4,5,5,12,2,5,2,5,0,0,0,2,0,1,0,0,5,0,1,0,0,0,50,1,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\SequenceDiagramBuilder.java,ca.mcgill.cs.jetuml.diagram.builder.SequenceDiagramBuilder,"computeInsertionIndex/2[ca.mcgill.cs.jetuml.diagram.Node,int]",false,197,5,7,1,6,3,6,8,2,0,2,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,14,2,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\SequenceDiagramBuilder.java,ca.mcgill.cs.jetuml.diagram.builder.SequenceDiagramBuilder,"canAdd/2[ca.mcgill.cs.jetuml.diagram.Node,ca.mcgill.cs.jetuml.geom.Point]",false,133,4,1,0,1,3,1,7,1,1,2,1,1,1,0,1,0,0,0,0,2,0,1,0,0,0,14,1,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\SequenceDiagramBuilder.java,ca.mcgill.cs.jetuml.diagram.builder.SequenceDiagramBuilder,getCoRemovals/1[ca.mcgill.cs.jetuml.diagram.DiagramElement],false,110,4,6,0,6,4,10,17,1,3,1,10,0,0,0,0,0,0,0,0,3,0,2,0,0,0,15,4,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\SequenceDiagramBuilder.java,ca.mcgill.cs.jetuml.diagram.builder.SequenceDiagramBuilder,"completeEdgeAdditionOperation/6[ca.mcgill.cs.jetuml.diagram.builder.CompoundOperation,ca.mcgill.cs.jetuml.diagram.Edge,ca.mcgill.cs.jetuml.diagram.Node,ca.mcgill.cs.jetuml.diagram.Node,ca.mcgill.cs.jetuml.geom.Point,ca.mcgill.cs.jetuml.geom.Point]",false,145,11,13,0,13,4,13,43,1,7,6,13,1,1,0,3,0,2,0,0,10,0,2,0,0,6,27,4,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\SequenceDiagramBuilder.java,ca.mcgill.cs.jetuml.diagram.builder.SequenceDiagramBuilder,"createAddNodeOperation/2[ca.mcgill.cs.jetuml.diagram.Node,ca.mcgill.cs.jetuml.geom.Point]",false,210,7,6,0,6,4,8,21,1,2,2,8,1,1,0,1,0,0,0,0,4,0,3,0,0,2,17,1,0,false
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,attach/1[ca.mcgill.cs.jetuml.diagram.Diagram],false,72,1,8,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,moveTo/1[ca.mcgill.cs.jetuml.geom.Point],false,53,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,position/0,false,47,1,18,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,"addChild/2[int,ca.mcgill.cs.jetuml.diagram.Node]",false,154,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,link/1[ca.mcgill.cs.jetuml.diagram.Node],false,116,1,7,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,getChildren/0,false,130,1,28,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,placeLast/1[ca.mcgill.cs.jetuml.diagram.Node],false,174,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,unlink/0,false,108,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,"translate/2[int,int]",false,60,0,9,9,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,allowsChildren/0,false,139,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,removeChild/1[ca.mcgill.cs.jetuml.diagram.Node],false,165,1,5,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,detach/0,false,80,0,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,getParent/0,false,102,1,27,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,clone/0,false,67,1,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,true
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Node.java,ca.mcgill.cs.jetuml.diagram.Node,requiresParent/0,false,96,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,true
