file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\DiagramOperationProcessor.java,ca.mcgill.cs.jetuml.diagram.builder.DiagramOperationProcessor,class,2,4,2,2,14,1,0,14,0,0.5185185,0.8214286,1.0,9,0,8,1,0,0,8,0,0,0,3,0,0,3,0,0,2,0,3,54,6,0,3,0,0,0,4,7,3,5,2,0,0,0,73,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\CallNode.java,ca.mcgill.cs.jetuml.diagram.nodes.CallNode,class,6,16,10,6,10,3,0,9,18,0.7407408,0.25,0.25,9,0,8,0,1,0,9,0,0,0,3,1,1,2,0,0,1,0,3,38,5,0,1,0,0,1,1,7,0,5,0,0,0,2,56,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\AbstractPackageNode.java,ca.mcgill.cs.jetuml.diagram.nodes.AbstractPackageNode,class,6,13,7,6,8,3,2,8,3,0.5,0.42857143,0.42857143,7,0,6,0,1,0,7,0,0,0,2,0,0,2,0,0,0,0,3,29,3,0,1,0,0,2,0,6,0,3,0,0,0,2,34,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\nodes\PackageNodeViewer.java,ca.mcgill.cs.jetuml.viewers.nodes.PackageNodeViewer,class,10,14,4,10,10,3,0,21,6,0.0,0.0,0.0,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7,43,6,1,2,0,3,0,0,14,10,9,2,0,0,0,46,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\constraints\EdgeConstraints.java,ca.mcgill.cs.jetuml.diagram.builder.constraints.EdgeConstraints,class,8,15,7,8,23,1,0,5,15,0.0,0.0,0.0,6,5,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,39,9,1,15,0,4,0,3,1,1,1,2,0,0,4,30,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\persistence\JsonEncoder.java,ca.mcgill.cs.jetuml.persistence.JsonEncoder,class,12,14,2,12,16,1,0,26,21,0.0,NaN,NaN,7,6,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,62,6,3,1,0,0,10,1,9,0,10,2,0,0,1,57,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\AssociationEdge.java,ca.mcgill.cs.jetuml.diagram.edges.AssociationEdge$Directionality,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\UseCaseDependencyEdge.java,ca.mcgill.cs.jetuml.diagram.edges.UseCaseDependencyEdge$Type,enum,0,0,0,0,2,1,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,3,0,1,0,1,0,0,0,0,15,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\geom\Util.java,ca.mcgill.cs.jetuml.geom.Util,class,1,6,5,1,5,1,0,0,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,0,1,2,0,1,2,0,0,0,17,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\tips\TipElement.java,ca.mcgill.cs.jetuml.gui.tips.TipElement,class,1,3,2,1,5,1,0,0,0,0.33333334,0.6666667,1.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,2,0,0,15,2,0,2,0,0,0,0,2,0,2,0,0,0,0,33,16,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\Version.java,ca.mcgill.cs.jetuml.application.Version,class,1,7,6,1,26,1,0,10,16,0.6111111,0.21428572,0.21428572,9,3,8,1,0,0,8,0,0,0,4,1,0,4,0,0,4,0,8,78,11,0,8,1,1,5,18,18,9,15,2,0,0,3,77,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\SelectionObserver.java,ca.mcgill.cs.jetuml.gui.SelectionObserver,interface,0,2,2,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\DiagramSizeUtils.java,ca.mcgill.cs.jetuml.application.DiagramSizeUtils,class,1,3,2,1,6,1,0,2,3,0.6666667,0.0,0.0,3,2,2,1,0,0,2,0,0,0,2,2,2,0,0,0,2,0,2,17,3,0,0,1,0,0,2,2,0,2,1,0,0,0,42,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\FinalStateNode.java,ca.mcgill.cs.jetuml.diagram.nodes.FinalStateNode,class,1,4,3,1,0,3,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\TypeNode.java,ca.mcgill.cs.jetuml.diagram.nodes.TypeNode,class,6,12,6,6,11,4,2,8,18,0.61111116,0.25,0.25,9,0,8,0,1,0,9,0,0,0,2,0,0,2,0,0,0,0,3,36,5,0,2,0,0,3,0,6,0,3,0,0,0,2,44,1025,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\DiagramCanvasController.java,ca.mcgill.cs.jetuml.gui.DiagramCanvasController,class,35,38,3,35,85,1,0,120,0,0.7916667,0.8021978,1.0,32,1,14,18,0,0,14,0,0,0,12,2,0,12,0,0,7,0,21,326,12,6,7,0,8,0,3,58,8,46,3,0,1,3,206,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\ObjectNode.java,ca.mcgill.cs.jetuml.diagram.nodes.ObjectNode,class,3,12,9,3,10,4,0,18,1,0.2857143,0.47619048,0.47619048,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,1,39,3,1,1,0,0,0,0,4,0,4,1,0,0,1,25,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\geom\Line.java,ca.mcgill.cs.jetuml.geom.Line,class,3,19,16,3,18,1,0,13,0,0.41666666,0.54545456,0.6818182,12,0,12,0,0,0,12,0,0,0,2,0,0,2,0,0,2,0,5,61,15,0,5,1,0,1,2,7,6,5,1,0,0,0,53,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\org\json\JSONObject.java,org.json.JSONObject,class,5,15,10,5,179,1,0,90,358,0.765625,0.07956989,0.07956989,32,9,27,1,2,2,31,0,2,0,2,1,1,1,0,0,2,0,31,514,41,8,32,11,14,46,38,60,12,45,7,0,1,0,379,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\UserPreferences.java,ca.mcgill.cs.jetuml.application.UserPreferences$BooleanPreference,enum,0,0,0,0,2,1,0,1,0,0.0,1.0,1.0,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,19,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\StateNode.java,ca.mcgill.cs.jetuml.diagram.nodes.StateNode,class,1,4,3,1,0,4,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\WelcomeTab.java,ca.mcgill.cs.jetuml.gui.WelcomeTab,class,15,17,2,15,7,2,0,24,8,0.6666667,0.0,0.0,5,0,2,3,0,0,2,0,0,0,3,3,0,3,0,0,3,0,0,54,3,2,0,0,2,8,2,13,1,13,1,0,0,0,90,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\CallEdgeViewer.java,ca.mcgill.cs.jetuml.viewers.edges.CallEdgeViewer,class,26,28,2,26,20,2,0,46,34,0.81481487,0.0,0.0,9,0,4,4,1,0,5,0,0,0,3,3,0,3,0,0,3,0,6,115,9,1,2,0,6,0,26,39,21,35,2,0,0,0,95,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\DependencyEdge.java,ca.mcgill.cs.jetuml.diagram.edges.DependencyEdge$Directionality,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\InitialStateNode.java,ca.mcgill.cs.jetuml.diagram.nodes.InitialStateNode,class,1,4,3,1,0,3,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\GeneralizationEdge.java,ca.mcgill.cs.jetuml.diagram.edges.GeneralizationEdge,class,4,10,6,4,5,3,0,4,0,0.2,0.6,0.6,5,0,4,0,1,0,5,0,0,0,1,0,0,1,0,0,0,0,1,19,1,0,0,0,0,1,0,4,0,2,0,0,1,2,35,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\persistence\DeserializationException.java,ca.mcgill.cs.jetuml.persistence.DeserializationException,class,0,3,3,0,2,4,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\GeneralizationEdge.java,ca.mcgill.cs.jetuml.diagram.edges.GeneralizationEdge$Type,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\UserPreferences.java,ca.mcgill.cs.jetuml.application.UserPreferences$IntegerPreference,enum,0,0,0,0,2,1,0,1,0,0.0,1.0,1.0,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,3,1,0,1,0,0,0,0,15,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\nodes\ObjectNodeViewer.java,ca.mcgill.cs.jetuml.viewers.nodes.ObjectNodeViewer,class,14,17,3,14,11,2,0,28,2,0.6571428,0.5,0.5,5,0,4,1,0,0,4,0,0,0,7,7,0,7,0,0,7,0,8,61,5,3,1,0,8,0,14,28,7,19,2,0,0,0,70,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\views\ToolGraphics.java,ca.mcgill.cs.jetuml.views.ToolGraphics,class,15,30,15,15,15,1,0,44,39,0.8500001,0.04761905,0.04761905,10,9,7,3,0,0,7,0,0,0,6,6,0,6,0,0,6,0,13,82,0,1,0,0,16,0,35,14,24,14,2,0,0,0,132,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\SelectionModel.java,ca.mcgill.cs.jetuml.gui.SelectionModel,class,11,14,3,11,49,1,0,38,81,0.72115386,0.53157896,1.0,26,0,20,6,0,0,20,0,0,0,4,0,0,4,0,0,1,0,13,163,17,5,7,0,5,0,1,15,1,12,3,0,0,3,140,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\DependencyEdgeViewer.java,ca.mcgill.cs.jetuml.viewers.edges.DependencyEdgeViewer,class,9,10,1,9,3,4,0,8,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,2,0,0,1,0,2,1,0,0,1,21,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\nodes\TypeNodeViewer.java,ca.mcgill.cs.jetuml.viewers.nodes.TypeNodeViewer,class,13,16,3,13,16,2,1,25,24,0.825,0.0,0.0,8,4,2,5,1,0,3,0,0,0,5,5,0,2,3,0,5,0,16,80,9,0,1,0,1,0,9,28,9,26,2,0,0,0,84,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\UseCaseDiagramBuilder.java,ca.mcgill.cs.jetuml.diagram.builder.UseCaseDiagramBuilder,class,7,7,0,7,3,2,0,3,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,25,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\UserPreferences.java,ca.mcgill.cs.jetuml.application.UserPreferences$BooleanPreferenceChangeHandler,interface,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\GeneralizationEdgeViewer.java,ca.mcgill.cs.jetuml.viewers.edges.GeneralizationEdgeViewer,class,5,7,2,5,3,3,0,3,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,2,0,1,0,0,3,0,0,0,6,1,0,0,6,21,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\views\ArrowHeadView.java,ca.mcgill.cs.jetuml.views.ArrowHeadView,class,9,18,9,9,11,1,0,12,0,0.44444445,1.0,1.0,3,0,3,0,0,0,3,0,0,0,3,2,0,3,0,0,3,0,15,51,2,0,8,0,0,0,2,22,21,22,1,0,0,0,73,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\DiagramTab.java,ca.mcgill.cs.jetuml.gui.DiagramTab,class,27,29,2,27,34,2,0,71,142,0.8666667,0.33333334,0.6017316,25,1,22,3,0,0,22,0,0,0,9,4,0,9,0,0,7,0,11,147,10,0,4,0,8,4,16,24,12,24,1,0,0,1,172,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\persistence\VersionedDiagram.java,ca.mcgill.cs.jetuml.persistence.VersionedDiagram,class,2,5,3,2,4,1,0,0,0,0.5,0.5,1.0,4,0,3,0,0,1,4,0,0,0,3,0,0,3,0,0,3,0,0,19,3,0,0,0,0,0,0,3,0,3,0,0,0,0,39,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\ViewportProjection.java,ca.mcgill.cs.jetuml.gui.ViewportProjection,class,1,3,2,1,42,1,0,12,10,0.6666667,0.47252747,1.0,16,0,14,2,0,0,14,0,0,0,6,0,0,6,0,0,6,0,5,90,19,0,0,0,6,3,16,10,21,10,1,0,0,0,105,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\geom\Point.java,ca.mcgill.cs.jetuml.geom.Point,class,1,54,53,1,17,1,0,4,0,0.3,0.7111111,0.8,10,0,10,0,0,0,10,0,0,0,2,0,0,2,0,0,0,0,2,57,11,0,6,1,0,1,2,11,9,7,1,0,0,0,48,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\CompoundOperation.java,ca.mcgill.cs.jetuml.diagram.builder.CompoundOperation,class,1,8,7,1,6,1,0,5,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,21,1,2,0,0,0,0,0,2,0,2,1,0,0,0,41,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\PackageNode.java,ca.mcgill.cs.jetuml.diagram.nodes.PackageNode,class,3,13,10,3,14,4,0,18,0,0.14285715,0.71428573,0.71428573,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,1,42,3,1,3,0,0,0,1,4,0,4,1,0,0,1,29,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\AggregationEdge.java,ca.mcgill.cs.jetuml.diagram.edges.AggregationEdge$Type,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\UseCaseDependencyEdgeViewer.java,ca.mcgill.cs.jetuml.viewers.edges.UseCaseDependencyEdgeViewer,class,9,11,2,9,3,4,0,9,3,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,2,0,6,2,0,3,0,0,0,1,36,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\DiagramType.java,ca.mcgill.cs.jetuml.diagram.DiagramType,enum,7,20,13,7,13,1,0,9,14,0.725,0.25,0.75,8,3,7,0,0,1,8,0,0,0,5,0,0,5,0,0,5,0,2,42,7,1,3,0,0,13,0,5,2,5,2,0,0,0,81,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Prototypes.java,ca.mcgill.cs.jetuml.diagram.Prototypes,class,29,32,3,29,7,1,0,6,2,0.9677419,0.0,0.0,4,2,2,2,0,0,2,0,0,0,31,30,29,2,0,0,31,0,29,55,5,0,0,0,0,33,0,33,3,33,1,0,0,0,81,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\ControlFlow.java,ca.mcgill.cs.jetuml.diagram.ControlFlow,class,14,20,6,14,115,1,0,51,181,0.6086956,0.175,0.175,23,1,16,7,0,0,16,0,0,0,1,0,0,1,0,0,1,0,10,243,31,15,54,0,0,0,12,26,1,28,4,0,0,3,153,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\FieldNode.java,ca.mcgill.cs.jetuml.diagram.nodes.FieldNode,class,6,17,11,6,10,4,0,9,18,0.61111116,0.25,0.25,9,0,8,0,1,0,9,0,0,0,2,0,0,2,0,0,0,0,3,35,4,0,1,0,0,3,0,6,0,3,0,0,0,2,34,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\UserPreferences.java,ca.mcgill.cs.jetuml.application.UserPreferences,class,5,16,11,5,10,1,0,21,10,0.6875,0.23809524,0.33333334,8,1,7,1,0,0,7,0,0,0,4,1,0,4,0,0,2,0,10,57,3,2,0,0,0,0,0,4,0,5,1,0,3,1,71,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\geom\Conversions.java,ca.mcgill.cs.jetuml.geom.Conversions,class,5,11,6,5,11,1,0,17,15,0.0,0.0,0.0,6,5,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,24,5,0,5,0,0,0,0,0,0,0,0,0,0,0,39,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\SegmentationStyleFactory.java,ca.mcgill.cs.jetuml.viewers.edges.SegmentationStyleFactory$Straight,innerclass,10,10,0,10,9,1,0,13,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,37,4,2,3,0,0,0,0,13,0,9,3,0,0,0,28,10,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\InterfaceNode.java,ca.mcgill.cs.jetuml.diagram.nodes.InterfaceNode,class,1,4,3,1,0,5,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\CallEdge.java,ca.mcgill.cs.jetuml.diagram.edges.CallEdge,class,7,15,8,7,6,4,1,7,4,0.4,0.3,0.3,5,0,4,0,1,0,5,0,0,0,1,0,0,1,0,0,0,0,0,19,2,0,1,0,0,1,0,2,0,2,0,0,0,2,47,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\MouseDraggedGestureHandler.java,ca.mcgill.cs.jetuml.gui.MouseDraggedGestureHandler,interface,1,3,2,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\views\StringViewer.java,ca.mcgill.cs.jetuml.views.StringViewer,class,10,24,14,10,18,1,0,27,0,0.65000004,0.6666667,1.0,5,0,3,2,0,0,3,0,0,0,8,5,1,7,0,0,7,0,6,83,5,0,9,0,3,1,18,23,14,16,2,0,1,0,94,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\constraints\SequenceDiagramEdgeConstraints.java,ca.mcgill.cs.jetuml.diagram.builder.constraints.SequenceDiagramEdgeConstraints,class,12,13,1,12,15,1,0,8,8,0.6,0.16666667,0.16666667,5,4,4,1,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,30,8,0,10,0,5,0,0,2,0,2,1,0,0,4,49,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\DiagramCanvasController.java,ca.mcgill.cs.jetuml.gui.DiagramCanvasController$DragMode,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\views\ArrowHead.java,ca.mcgill.cs.jetuml.views.ArrowHead,enum,1,12,11,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,27,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\persistence\DeserializationContext.java,ca.mcgill.cs.jetuml.persistence.DeserializationContext,class,3,4,1,3,8,2,0,4,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,2,2,2,0,0,0,0,0,0,0,2,0,0,0,54,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\NoteEdge.java,ca.mcgill.cs.jetuml.diagram.edges.NoteEdge,class,1,6,5,1,0,3,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\ConstructorEdge.java,ca.mcgill.cs.jetuml.diagram.edges.ConstructorEdge,class,1,5,4,1,1,5,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\ReturnEdgeViewer.java,ca.mcgill.cs.jetuml.viewers.edges.ReturnEdgeViewer,class,19,20,1,19,5,4,0,17,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,30,4,0,0,0,4,0,8,7,6,8,1,0,0,1,48,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\ObjectReferenceEdge.java,ca.mcgill.cs.jetuml.diagram.edges.ObjectReferenceEdge,class,1,4,3,1,0,3,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\tips\TipLoader.java,ca.mcgill.cs.jetuml.gui.tips.TipLoader$Tip,innerclass,5,5,0,5,6,1,0,11,4,0.6,0.0,0.0,5,1,3,2,0,0,3,0,0,0,3,0,0,3,0,0,3,0,2,32,4,1,0,0,0,1,1,10,0,10,1,0,0,0,47,25,0
